Lower,Upper,Obs
1.2535381,1.9474862,1.7480668
0.2274182,0.77476704,0.5430385
1.9524947,2.9173553,2.373854
1.3210745,2.6590116,1.8153001
0.29711285,0.61415887,0.4085718
1.680819,2.5689394,2.2083566
0.5570503,1.0454062,0.72922313
0.5114873,1.0293623,0.6102718
2.2034118,3.206967,2.772082
0.016100045,0.11642319,0.06206154
0.0066551007,0.17322421,0.04137436
0.37137312,0.78815067,0.4189154
1.6374694,2.5597172,2.1256077
0.042574316,0.26104915,0.20687181
0.02317115,1.2910897,0.19135642
0.45330527,1.4397181,2.0273438
1.7187817,2.492522,2.192841
0.5603642,0.9752712,0.85334617
0.02766633,0.20220375,0.08792052
0.009564735,0.19961415,0.015515385
-0.0014918223,0.09786418,0.015515385
1.588726,3.7256703,3.0720463
0.14643818,0.75698817,0.6671616
1.1234592,1.8161191,1.2257154
1.3411628,2.1247442,1.6549745
2.6181066,3.6036396,3.2220283
1.711389,3.9038937,3.480618
0.054022484,0.39609495,0.17066924
0.224328,0.8962125,0.37754104
1.8817484,2.7048292,2.1049206
0.49583882,1.1435513,1.1171077
0.052294306,0.37360469,0.21721539
0.5037457,1.7639829,1.2257154
1.4609947,2.4104354,1.9497668
1.6652793,2.4648173,2.0997488
1.022468,1.7534548,1.717036
0.8977299,2.1198144,1.7222078
1.513498,2.7349508,1.9911411
0.016815692,0.18340841,0.13963847
0.13962746,0.37865064,0.19652821
0.41087386,0.8789042,0.58958465
0.7695107,1.2435052,1.0705616
0.4708345,0.90328693,0.67233336
1.5317234,3.4893556,2.627272
1.1717101,1.8600112,1.5205078
0.061333664,0.27714175,0.19135642
0.8434895,1.432214,0.9309231
0.20190984,0.5313349,0.3258231
0.085436106,0.5771872,0.16549744
2.0346663,3.0081482,2.3376515
0.029930795,0.33974594,0.08274872
0.026337238,0.22994953,0.19135642
-0.00021087006,0.13869178,0.07240513
0.056133512,0.32570434,0.25341797
0.02395264,0.19947144,0.12929487
0.022881934,0.19806176,0.08792052
0.20508988,0.5403969,0.34651026
1.7102746,2.8797252,2.399713
0.7373159,1.4139766,0.93609494
0.8060959,1.3875891,1.1326231
1.1494128,1.9128437,1.3963847
0.92251676,1.6951624,1.0757334
2.7032714,3.8566587,3.6719744
0.52154654,1.7888412,0.6930205
0.0847276,0.46747833,0.48097694
0.007885005,0.16076618,0.036202565
0.002067592,0.11252183,0.02068718
1.4193906,2.4676027,1.6498027
0.026805814,0.21941832,0.098264106
0.0027540773,0.19997509,0.098264106
0.35999647,0.6709001,0.3413385
1.8248976,2.8100002,2.5600386
0.49073428,1.2030991,1.0033282
1.1089152,1.7828618,1.4325873
1.0251114,1.7181435,1.4739616
0.0072798096,0.14383861,0.02068718
0.7832703,1.6343194,1.5773975
0.0073469505,0.14978585,0.046546157
0.84025574,1.4242344,1.1481385
2.8130882,3.8158596,3.5995693
0.48285973,0.90849996,0.5947564
0.37091202,0.7382639,0.38271284
0.9246623,1.6158674,1.4481026
0.083810225,0.72790635,0.056889746
1.0085782,1.8866497,1.5360231
0.4818572,1.1300426,1.0653898
2.6423495,3.8517108,2.7617385
0.92855865,1.4011235,1.0550462
0.57315606,1.0238132,0.8378308
1.0102662,1.6967003,1.2360591
1.000617,1.7356845,1.5670539
0.6520319,1.0899271,0.6361308
1.1445903,1.8794601,1.0498744
0.10190074,0.60065734,0.6413026
0.5083778,1.0340723,0.86886156
0.35198742,0.6298364,0.429259
1.355906,2.5825377,2.373854
1.0712438,1.8181652,1.3808693
1.9776182,2.9246576,2.1669822
0.8716819,2.0117085,1.5360231
1.0403583,1.7189109,1.3446667
0.0055305623,0.11300269,0.025858976
0.50731325,1.1283072,0.46546155
0.13144259,1.0875258,0.40340003
0.8572359,1.4023565,1.1067642
0.9565647,1.5818616,1.1274513
0.889713,1.6462281,1.4532745
1.7628877,2.718623,1.8049566
0.016751308,0.21510541,0.103435904
1.5931062,2.2906535,1.9239078
0.49887294,0.88631046,0.7654257
1.0495186,2.0773253,1.6601462
1.5888658,2.5591404,2.575554
1.656657,2.473165,2.3014488
-0.0034979694,0.104809105,0.07240513
0.97064173,1.562813,1.313636
1.1871018,1.9849318,1.5515386
0.008439194,0.16926879,0.02068718
0.55767727,0.94942784,0.7343949
1.4960412,2.6730764,2.5134923
0.44538736,0.8210316,0.5585539
0.08104851,0.3311699,0.18618463
0.01035963,0.20535848,0.02068718
1.0998522,1.6957734,1.1636539
2.0736609,3.1944354,2.3841975
0.21179104,0.5432983,0.23273078
0.0067141317,0.15963194,0.056889746
0.04656021,0.2760358,0.14998206
0.0010433458,0.12715906,0.04137436
0.086057074,0.33549547,0.17584103
0.27673832,0.74640006,0.27927694
0.8729704,1.4706403,1.2257154
0.5570621,1.0453839,0.93609494
0.0018866509,0.114949614,0.04137436
2.504211,3.6079702,2.6117566
-0.005895164,0.121929586,0.005171795
0.02153386,0.24965447,0.2120436
2.6570556,3.650137,2.8703463
0.4236877,1.0682025,0.29996413
0.6963878,1.4171344,1.5825694
0.13882293,0.51073414,0.45511797
0.54131305,0.9823078,0.88437694
1.2191013,3.0105777,2.5910695
1.2720039,2.100316,1.4481026
1.8414656,2.6543734,2.653131
0.17411375,0.64880884,0.5223513
1.695694,3.1371193,3.563367
0.69324154,1.9075781,1.6239437
0.866004,1.7896644,1.5929129
0.39747924,2.5994747,0.80680007
0.63121355,1.0678554,0.79645646
0.19192302,0.5170088,0.26893336
0.009399783,0.10240728,0.04137436
0.83482707,1.5158602,1.2050283
0.017281128,0.18628071,0.005171795
0.01546365,0.18729304,0.06206154
0.12775636,0.36851764,0.49649233
1.61914,2.4737964,2.549695
1.247839,2.631542,2.3583386
0.03580705,0.3032925,0.08274872
1.0449996,1.717544,1.0136719
3.5681343,4.834088,4.4839463
0.006719578,0.18000261,0.051717952
1.1201867,1.7252549,1.2722616
0.011278156,0.20985109,0.11377949
0.014061216,0.2500673,0.036202565
1.6903031,2.5528088,1.867018
2.068864,3.0226066,2.3117924
0.018798888,0.16360456,0.11895129
1.8789204,2.671014,2.2135284
0.014269266,0.23295186,0.036202565
0.66618973,1.1625812,0.88437694
0.37525174,0.9962685,0.8636898
0.8446988,1.4443694,1.137795
0.037816476,0.36908898,0.08274872
0.055410933,0.25145227,0.13963847
0.79023886,1.3181797,1.2257154
2.6255734,3.7688253,2.978954
0.82254046,1.4529463,0.82231545
0.5277114,1.0179682,0.88437694
1.0076934,1.5210311,1.2826052
0.43780464,0.87428755,0.5430385
1.1350744,1.9496672,1.6498027
1.510966,2.8562968,2.653131
1.2613552,2.593502,2.068718
0.965069,1.6674973,1.5360231
1.1351986,1.8348873,1.6549745
0.013341494,0.17851247,0.108607695
0.85572827,1.4740691,0.8481744
1.061422,1.7940358,1.1739975
0.295594,0.70737064,0.5223513
0.044093072,0.25764027,0.18101282
0.41080076,0.8560142,0.682677
0.022754844,0.17532852,0.08274872
1.1122819,2.506077,2.3273077
0.5133379,1.0220524,0.78094107
1.2219483,2.0577316,1.6963488
0.5764731,1.0905464,0.9878129
1.9400345,2.7106187,2.3893692
-0.006729562,0.1157774,0.005171795
1.5719006,2.3507545,1.9290795
0.8370599,1.4010191,1.1481385
1.5051126,2.3126276,1.9911411
0.5557236,1.2530587,1.0240154
1.4573069,2.558246,1.3084642
0.3177803,0.8358432,0.9878129
0.94949204,1.70415,1.1843411
-0.009044554,0.09997359,0.02068718
0.9262184,1.5148472,1.0085001
0.078297585,0.32365257,0.15515386
0.021450296,0.19717625,0.103435904
0.013988338,0.18020684,0.06206154
0.24515599,0.57687914,0.35168207
0.06911833,0.4010766,0.38271284
0.8841581,1.3617249,1.0705616
0.69732344,1.2300091,1.0085001
0.75059515,1.3839788,0.7654257
0.6406814,1.8144109,1.2981206
0.3868415,1.0771521,1.034359
0.0050353147,0.13354138,0.005171795
1.4608876,2.1408284,1.639459
0.0029587708,0.11709261,0.03103077
0.020596739,0.1778301,0.14481026
0.72122735,1.1838708,1.0498744
0.635297,1.1243324,0.89989233
0.024903368,0.20006408,0.14481026
0.004233483,0.18430144,0.025858976
1.47031,2.3690076,1.8204719
0.2656683,0.68382275,0.35168207
0.256443,0.6994962,0.43443078
0.007517744,0.16681167,0.04137436
0.8555897,1.4259204,1.0705616
0.08620481,0.45860678,0.43443078
0.24766584,0.5458194,0.34651026
0.8769265,1.4558076,1.0912488
0.7184337,1.3301213,1.0912488
0.00725428,0.14322692,0.03103077
1.6842121,2.6841211,2.172154
2.4122503,3.3706734,3.1030772
1.2620945,2.1727972,2.1100924
2.8142188,3.9796286,3.330636
-0.005682677,0.063768536,0.01034359
0.3435955,0.7626592,0.45511797
0.028628333,0.15673918,0.14481026
1.658905,3.5470965,3.480618
0.981236,1.5715754,1.0136719
0.23315227,0.6159317,0.29996413
0.15936178,0.48655427,0.5275231
0.15529916,0.7855195,0.6206154
1.1061203,2.1946647,2.0532026
0.016336687,0.18530203,0.12412308
1.0473293,1.7473224,1.6239437
0.82597053,1.5333748,1.4429308
1.0601201,1.7523164,1.5877411
0.10192731,0.34498444,0.39305642
0.71877503,1.2354021,0.9981565
1.1476277,1.8375787,1.5101641
0.13311407,0.37281656,0.2120436
1.1666843,1.9445611,1.7997847
0.04781626,0.27404386,0.04137436
1.0555427,1.8138543,0.9567821
1.5919544,2.6755087,2.627272
0.08478443,0.26801875,0.17584103
0.52814066,1.0449778,0.8378308
0.5140561,1.0696266,0.79645646
2.4649072,3.6627886,2.7462232
1.3991963,2.421962,1.665318
0.6737413,1.1197704,0.9567821
0.010631815,0.20522322,0.025858976
0.44272247,0.9781296,0.89989233
0.0042780675,0.17249131,0.08792052
0.3070064,0.79110813,0.5533821
0.051410846,0.19289075,0.098264106
0.4273586,0.75675786,0.54821026
0.003246311,0.12897345,0.036202565
0.7204986,1.2338278,0.8430026
1.4473511,2.4762318,2.296277
0.0147714205,0.2589578,0.5016641
0.46242455,0.91311574,0.80680007
-0.00047571212,0.13174,0.036202565
2.4891062,3.7302883,2.854831
0.69999397,1.1679734,0.78094107
0.4547205,0.90319276,0.48097694
0.18588175,0.5316613,0.26893336
0.62586534,1.1429609,0.6361308
0.15608595,0.5054225,0.3258231
0.5204366,0.92021257,0.858518
1.9929707,3.148066,2.8134565
1.6676271,2.4472935,1.8721899
0.49733937,0.89629805,0.7550821
1.4264439,2.4013355,1.8877052
0.005448032,0.17269117,0.07757693
0.0022208504,0.13602516,0.036202565
0.018618332,0.20231815,0.12929487
0.88689137,1.4749618,1.1584821
0.8578993,1.4837434,1.1067642
1.6536076,2.4505062,1.9497668
0.25878245,0.60034746,0.3051359
1.541996,2.4993134,2.1876693
0.008398041,0.19591632,0.051717952
0.020621581,0.17891102,0.13963847
0.385026,0.8640213,0.58958465
0.22694209,1.5835539,2.0118282
0.004248146,0.13864645,0.02068718
3.0653713,4.396794,3.5478516
0.5927167,1.0744635,0.89989233
2.903104,4.266412,3.3771822
0.22000614,0.81415755,0.35168207
1.1614523,1.8788121,1.463618
0.77494705,1.6775275,1.6601462
0.33045363,0.7544317,0.5533821
0.08836735,0.37589467,0.23790258
0.4745651,0.97787046,0.5326949
0.7748445,1.2417538,1.0964205
0.051207975,0.5226481,0.36719745
0.6156661,1.1897484,0.63095903
2.9157672,4.0541296,3.3461514
1.4109802,2.3134303,1.867018
0.90611154,1.7587882,1.0136719
0.6797694,1.0886842,0.92057955
0.1081146,0.66035795,0.17066924
0.012030054,0.23143809,0.01034359
0.30903786,0.6569779,0.5585539
0.22263236,0.67426115,0.27410513
0.12849255,0.47364148,0.38271284
1.068233,1.9714284,1.4015565
0.4178101,0.81696,0.63095903
0.9337562,1.7409896,1.2929487
1.4218587,2.2330258,1.3239795
0.8709561,1.5010633,1.2308873
0.11587012,0.83109057,0.27927694
0.023615979,0.17328942,0.07757693
1.501663,2.3482556,1.7584103
0.61430347,1.2024333,0.78611284
0.33719155,0.87429166,0.57406926
0.0019055977,0.15050429,0.04137436
0.46430385,0.8544072,0.6930205
0.07868871,0.3998583,0.06206154
1.0656986,2.5648892,2.042859
1.4851748,2.3520863,2.2031846
0.17829767,0.60812616,0.5120077
2.506654,3.449515,2.772082
0.31495708,0.81312585,0.47580516
0.11198014,0.4460119,0.39305642
0.086279616,0.5013463,0.34651026
0.009729363,0.17187235,0.04137436
1.9679344,4.2601657,3.8529873
1.3984058,2.1223338,2.0997488
0.28612405,1.5634874,1.6963488
0.94449997,1.6235536,1.2102001
0.33497745,0.6155103,0.5120077
1.1315666,1.6625855,1.2981206
0.060561635,0.3832983,0.34651026
0.39177552,0.94173276,0.67233336
2.2906747,3.2418282,2.927236
-0.01200537,0.11801022,0.015515385
1.6741595,3.669093,3.1237643
0.4519856,1.0143887,0.68784875
0.007425122,0.13996485,0.07757693
0.01670962,0.21718858,0.03103077
0.65680695,1.1007764,0.70336413
0.021111667,0.23059025,0.103435904
0.3836964,0.82344776,0.656818
1.6816238,2.599231,2.1514668
1.4703915,2.2454302,1.6808335
0.059344612,0.43124413,0.28962052
0.14271195,0.5187069,0.5275231
0.21440634,0.7760268,0.08274872
1.1377451,2.19098,1.918736
0.7794611,1.5665425,1.3084642
0.4557252,0.90709865,0.6671616
0.7925446,1.2908639,0.9257513
0.965917,1.6960118,1.1791693
0.41511658,0.8279176,0.6102718
0.5480914,1.0179554,0.69819236
0.9197658,1.6016809,1.5256796
0.87632304,1.522446,1.1998565
0.050590478,0.4322386,0.20687181
0.26384166,0.6567641,0.46546155
0.43094012,0.84408444,0.45511797
-0.0048121028,0.06515315,0.02068718
0.17014426,0.68857926,0.20170002
1.6259642,2.6648533,1.8721899
0.9861921,1.7635288,1.1946846
0.05569009,0.550762,0.17066924
1.8528959,3.7205012,3.6202567
1.6782874,2.4829683,2.2393873
0.0060734674,0.14903882,0.04137436
1.6869653,3.9641042,3.7288642
0.008394778,0.18990669,0.08274872
0.4739519,0.99873495,0.44994617
1.1529503,1.9442586,1.8101283
0.9061228,1.4851859,1.2102001
0.021440916,0.7127521,0.12412308
0.011244889,0.18321677,0.015515385
0.055126663,0.2613537,0.2120436
0.038042575,0.23777562,0.19652821
0.8154526,1.4783182,1.086077
0.8511497,1.4631647,0.93609494
1.0400466,1.6415443,0.9826411
0.53477186,1.0535741,0.46546155
0.1893166,0.57365644,0.44994617
0.012965586,0.1821933,0.12929487
0.385451,0.77748024,0.5533821
1.21452,2.0645196,1.7377231
0.84689766,1.4038408,0.9567821
0.6469773,1.4276377,0.85334617
0.013222758,0.22565857,0.025858976
1.5922692,2.7493217,3.1237643
0.3528824,1.0517068,0.8171436
0.798303,1.4513942,0.91023594
0.08911842,0.40372175,0.11895129
0.7170933,1.1826648,0.9826411
-0.012616936,0.08810067,0.02068718
0.16192329,0.53531146,0.45511797
0.18156412,0.61022687,0.39305642
3.3980944,4.7892017,4.4374003
0.019533597,0.20945631,0.21721539
0.0072186626,0.09709683,0.02068718
0.12038149,0.3652884,0.3206513
0.26774654,0.77283823,0.3103077
0.07836447,0.5532115,0.08274872
0.9437738,1.5212903,1.3756975
0.2025849,0.63212526,0.38788465
1.7767743,2.6916065,2.0894053
0.08741709,0.43547446,0.28962052
0.82871497,1.49739,1.2153718
0.004851967,0.12968266,0.02068718
1.8566362,2.6862273,2.0376873
0.19542876,0.5431108,0.47580516
0.93477595,1.5558163,0.72922313
0.7016205,1.1749573,0.57406926
-0.007279042,0.10479024,0.036202565
0.8563168,1.3666857,0.8481744
0.025475968,0.19179867,0.23273078
0.4521182,0.9923878,0.71370775
0.017704062,0.20374726,0.036202565
0.07078727,0.31598622,0.12929487
0.0034957826,0.13667992,0.046546157
2.0507874,3.3804114,2.4928052
0.49225518,0.8995519,0.68784875
1.6201912,3.7498066,3.558195
1.2513255,2.101374,1.717036
0.8281376,1.4598479,1.2153718
0.17123067,0.5289263,0.15515386
0.6622017,1.5485193,0.70336413
0.007007979,0.67366,0.29996413
0.5736821,1.5300838,1.1739975
0.23081975,0.5131638,0.3413385
0.029380795,0.22638693,0.16032565
0.22894627,0.7459485,0.6257872
1.1621857,1.8494177,1.463618
0.03351701,0.24517097,0.16032565
0.508789,0.94938195,0.7654257
1.7840604,2.846673,2.647959
0.004969638,0.13171595,0.02068718
0.37563467,0.69406056,0.54821026
2.315161,3.4246566,2.5858974
1.1542312,1.8366468,1.7739258
0.041683916,0.28396448,0.14998206
1.0500692,1.6906356,1.0498744
0.5165045,0.9768778,0.78094107
1.6812751,2.4561577,1.9497668
0.3928931,2.3178906,0.79645646
0.45852813,0.86851597,0.82748723
1.2474184,2.4695675,1.2360591
0.59905285,1.1107247,0.77059746
2.078598,2.8573744,2.2083566
0.01768412,0.2373427,0.03103077
0.027408766,0.33475345,0.06206154
0.0037178248,0.17291817,0.056889746
0.14827974,0.84158945,0.38788465
0.7581864,1.3825125,1.365354
0.52530545,0.9632126,0.78094107
0.13000174,0.48224038,0.3206513
1.212489,2.8223867,1.1067642
0.51878345,0.886651,0.7757693
0.03256153,0.308905,0.07240513
1.0105538,1.6786236,1.1688257
1.0139669,1.6148392,1.3808693
0.9397964,1.5489218,1.2308873
0.07821323,0.34012923,0.3051359
0.9188532,1.4704771,1.0964205
0.7171811,1.3365135,1.0912488
0.02766677,0.3039934,0.036202565
0.92268735,2.091491,1.4687898
2.6088064,3.5895293,3.1599667
0.0029282197,0.15967226,0.046546157
0.9846698,1.649646,1.0550462
1.2131474,2.0613744,1.742895
0.16965012,0.4572278,0.33099487
0.9301932,1.5889083,1.0498744
0.34075052,0.6509332,0.58958465
0.6975078,1.170062,0.77059746
0.6332535,1.2303969,0.9257513
1.773567,2.6521435,2.2290437
-0.013151903,0.18116857,0.015515385
1.4783523,2.099792,1.5618821
2.3619974,3.364178,2.5652103
0.41764233,1.6894728,2.647959
0.8325865,1.3401939,0.9567821
1.5792937,2.394363,1.918736
1.0059868,1.644648,1.5308514
2.068159,3.0433166,1.7532386
0.9384516,1.6654966,1.2722616
0.124755874,0.36522955,0.20687181
0.5580813,1.0389946,0.78611284
0.3382918,0.7071119,0.47580516
2.688283,3.681656,3.309949
-0.008236967,0.13184282,0.01034359
0.0061176643,0.17964664,0.025858976
0.013115406,0.13208959,0.108607695
0.70991933,1.2649801,1.111936
0.01569597,0.1920756,0.11895129
0.39745376,0.92990196,0.46028978
0.004384581,0.1368886,0.005171795
1.9544929,2.850309,2.2083566
0.12826964,0.4776744,0.37754104
0.80085886,1.6776842,1.0240154
0.30023542,0.61799765,0.41374362
0.017906806,0.18442793,0.06723334
0.00849947,0.15433612,0.056889746
0.98519325,1.7973429,1.2153718
0.024999332,0.2682889,0.051717952
0.1896021,0.53759766,0.15515386
0.020428363,0.253411,0.18101282
0.41789645,0.8776901,0.63095903
0.562754,1.0532033,0.69819236
0.7819768,1.3706692,0.80680007
1.337645,2.092299,1.6704898
1.0423481,1.6218619,1.1222795
0.2260446,0.513899,0.24307437
0.0015948191,0.14668551,0.015515385
0.07115582,0.6250045,0.3206513
1.0308106,1.6752266,1.1326231
-0.00028723106,0.12723666,0.02068718
0.12997994,0.6970049,0.5016641
1.1599917,2.5189936,1.9342514
0.5000702,0.9425874,0.9567821
0.048423115,0.9621358,0.5430385
0.54205114,1.1844015,0.7654257
0.6546285,1.1141024,0.9464385
0.04993657,0.5116697,0.08274872
1.2753959,1.9106846,1.665318
2.0614083,2.9412959,2.7048488
0.27815476,1.4588361,1.313636
0.7553825,1.3645381,0.93609494
0.049673967,0.4027458,0.04137436
0.0063786767,0.1760371,0.093092315
2.1694257,3.363502,2.6945052
1.9588021,2.9812906,2.3066206
0.4288388,0.7879327,0.5326949
1.3376545,2.8995154,2.5962412
0.2624326,0.72313666,0.54821026
0.012946349,0.2192321,0.06206154
0.14563097,0.44990543,0.07240513
0.76624155,1.498433,0.81197184
2.3247628,3.3003128,2.751395
1.0919831,1.7284256,1.1533103
0.30356106,1.231705,0.9826411
2.6859107,3.8123128,2.9427514
1.1943461,2.5508194,2.2807617
0.002021093,0.11606309,0.03103077
3.2841494,4.6697507,3.7909257
0.15223917,0.5669403,0.39305642
1.7118055,3.06748,2.4824617
0.0073032416,0.17371935,0.051717952
-0.0038783774,0.124611974,0.015515385
0.41405106,0.73359823,0.57924104
1.7484686,2.82334,2.5962412
0.15840809,0.49018693,0.29996413
3.8177226,5.4075546,4.6546154
0.29593655,0.6251465,0.46546155
-0.0029097907,0.12944865,0.015515385
0.079490125,0.38347664,0.108607695
1.3776673,2.786469,2.347995
1.5601751,2.3825634,2.1411233
0.29244986,0.7934456,0.56372565
0.02200357,0.2618163,0.07240513
1.1930454,2.7040377,1.717036
-0.001696378,0.10175204,0.04137436
0.80491745,1.4150041,1.2050283
0.0006050095,0.120031506,0.08792052
0.56102234,1.0058721,0.832659
0.0018051639,0.15419617,0.036202565
1.6590539,2.7895932,2.647959
1.0863494,1.7484438,1.2205436
0.0015312918,0.110309094,0.01034359
0.052056223,0.4577539,0.26893336
0.08731808,0.33306015,0.24824616
0.012738861,0.18677756,0.051717952
0.83124447,1.4827206,1.2050283
0.07687408,0.4462274,0.28962052
1.6093926,2.8936455,1.5980847
0.94371235,1.4911363,1.2929487
0.0013396703,0.104744375,0.015515385
0.56619495,1.2228568,0.80162823
1.4313369,2.110399,1.6860052
0.030170122,0.23502281,0.13963847
0.027717836,1.1843787,0.37236926
0.024231154,0.20290792,0.12412308
0.21593185,0.7256725,0.5585539
0.8111345,1.5998999,1.034359
0.008795656,0.16107106,0.051717952
0.737487,1.4223386,1.0136719
2.9639673,4.191869,3.3409796
0.0024022162,0.11248478,0.025858976
0.4501379,0.8283847,0.6361308
0.7249591,1.3334382,0.68784875
0.94883114,1.5830765,1.2205436
0.0073780864,0.15838721,0.03103077
0.76323104,1.4031193,0.9826411
0.5858696,1.1254094,0.9619539
0.0034823827,0.1189487,0.02068718
0.0039350614,0.15879297,0.051717952
0.5655914,0.9423176,0.7757693
0.7669021,1.2933952,0.80162823
0.062603086,0.24326885,0.17066924
0.88985145,1.4299256,1.3343232
1.4881262,2.3837972,2.2911053
1.2652774,2.1883006,1.5567104
0.007952865,0.19151366,0.025858976
0.36409324,0.8883471,0.27927694
0.41583237,1.040125,0.90506417
0.006532304,0.1492306,0.03103077
1.1682,2.4668384,1.5515386
0.019647794,0.23838818,0.13446668
0.12190594,0.54823136,0.36202565
0.42385578,0.8578185,0.46028978
0.8600239,1.5818617,0.7085359
0.055656403,0.35349315,0.14998206
0.7829008,1.3424647,0.67233336
0.0032972991,0.11809778,0.036202565
0.17824316,0.46128207,0.2223872
0.68085134,1.2189113,1.1533103
0.118285924,0.3910654,0.17066924
2.0803668,2.9784553,2.575554
0.42649963,1.0670186,0.9516103
0.003924992,0.10513538,0.07240513
1.513402,2.4769132,2.120436
0.2970294,2.3557098,1.1895128
0.22646342,1.0024605,1.137795
1.9390277,2.9627419,2.7979412
0.0024815947,0.14139125,0.04137436
2.3254735,3.2817483,2.6427872
1.385029,2.1240628,1.5308514
-0.007603489,0.10183722,0.005171795
0.8465419,1.5872017,1.4481026
0.97153884,1.697886,1.1791693
1.5412264,2.1668863,1.8773617
1.464626,2.3654375,2.7772539
0.010566544,0.20148188,0.07240513
0.13149124,0.48474142,0.38788465
-0.006141804,0.056875497,0.03103077
0.022383122,0.20845164,0.14481026
-0.004989825,0.12683156,0.01034359
0.25886425,0.6766228,0.5326949
0.10767743,0.42881593,0.43443078
0.55687594,1.0358744,0.82231545
0.023090858,0.20847052,0.108607695
0.049233403,0.18752658,0.093092315
1.4839777,2.28479,1.4843051
0.35182226,0.8828091,0.38788465
0.60977954,1.8167382,0.6361308
1.4829696,2.2360153,1.9911411
2.1574628,3.0299594,2.2807617
0.31858188,0.8253336,0.5120077
1.7104739,2.8206685,1.9859693
1.5889217,3.9868608,2.4152284
1.1797312,1.8385803,1.7273796
0.16718079,0.78665257,0.67750514
0.07438054,0.3553865,0.17584103
0.8518001,1.3619959,1.0085001
1.1461169,2.20824,1.3808693
0.08454259,0.34879035,0.31547952
1.2125125,1.9262147,1.2050283
1.7540348,2.6188672,1.8980488
0.36804518,0.6880424,0.5947564
0.649459,1.1732409,0.9516103
0.63741434,1.0514628,0.682677
0.66708374,1.319989,0.6257872
1.0562621,1.7121872,1.3239795
0.21359722,1.0618768,0.3051359
0.3537436,0.7241038,0.87920517
0.4333715,0.78541136,0.63095903
3.7671075,5.0579863,4.6391
2.523907,3.7074456,2.8444874
0.55736035,1.116343,0.7085359
2.2816641,3.2728648,3.7443798
0.022347463,0.25821212,0.06206154
0.050687797,0.23319323,0.12929487
0.03134756,0.4613949,0.02068718
0.020304175,0.22286305,0.103435904
0.08649747,0.29942447,0.056889746
0.01235031,0.21515675,0.046546157
0.064764105,0.32139575,0.103435904
0.14266562,0.42151162,0.36202565
0.3537338,0.7683642,0.49132055
0.0024047531,0.12569532,0.02068718
1.0036132,1.7027858,1.4584463
0.01416219,0.1434111,0.015515385
0.055272892,0.2935686,0.25341797
1.0303932,1.6331294,1.2102001
0.003887765,0.16011801,0.005171795
0.61360925,1.1688304,0.88437694
2.5043175,3.551561,2.9944694
0.07626663,0.3080622,0.28962052
0.77941984,1.4754246,1.1326231
0.49729812,0.84607923,0.7188795
0.85050416,2.0817616,0.93609494
0.053933214,0.26285142,0.093092315
3.9648185,5.3093348,4.5822105
0.52852994,1.3514678,0.682677
0.15649647,0.5112992,0.58958465
0.038517907,0.19678222,0.11895129
2.9749591,4.0052657,3.2013412
0.28673476,0.76825315,0.57406926
