"Lower","Upper","Obs"
0.9156052665,1.08902928,0.8895267
0.9179621005,1.092382655,1.0878687
0.912889571,1.08629714,0.92879355
0.917529726,1.083130795,0.99148655
0.915463385,1.07611356,0.9265625
0.925703702,1.103366735,0.97676146
0.9076111445,1.07977496,1.0184824
0.9098352565,1.0727024685,1.0892073
0.9218941035,1.09926789,1.0256219
0.9120615545,1.0836259,0.9745304
0.912642492,1.084645415,0.9606978
0.9311445925,1.111360955,1.023837
0.921151497,1.090543545,0.9267856
0.912241244,1.0797206775,0.91986924
0.90928101,1.0716197675,0.9669448
0.9134399145,1.08581019,0.9178613
0.9184812995,1.092435955,1.1099563
0.910833908,1.0727990025,1.036331
0.903705942,1.0743227625,1.0706894
0.9118196335,1.084352992,0.96605235
0.9096579325,1.08456129,0.96136713
0.9146358765,1.0880731275,1.101255
0.91109889,1.08938481,0.9508811
0.9085272945,1.081797258,1.1333824
0.9164070565,1.096068485,0.9368254
0.9194278095,1.0930565715,1.0265143
0.906425962,1.073752837,0.9484269
0.921912181,1.0914301525,0.96582925
0.9211679645,1.094514425,0.99773353
0.909678321,1.06923452,0.9366023
0.915429671,1.088327595,0.9216541
0.91995894,1.098156545,0.94619584
0.906139878,1.070260185,0.94574964
0.918591977,1.089867655,0.99170965
0.9128201735,1.0806133575,1.0258449
0.9144289865,1.092093945,0.9955025
0.934424192,1.10975721,0.99461
0.920348908,1.09950981,1.0202674
0.92298545,1.090750623,1.1017013
0.904726776,1.070416335,0.94485724
0.9188487195,1.096566565,0.9104988
0.914173239,1.08252901,0.984124
0.917456824,1.0853941575,1.0062116
0.909554481,1.0753986175,1.0269605
0.915685058,1.09209124,0.8948813
0.9108704325,1.082724215,1.0026419
0.9101508245,1.083405748,1.0024188
0.9226161225,1.10527232,0.98568577
0.9114800685,1.081943795,0.9843471
0.909627532,1.082262865,0.9843471
0.911630728,1.086665632,1.0305302
0.914956555,1.085375357,1.0135741
0.9216207885,1.104707685,0.96538305
0.9288359835,1.104175935,1.1059403
0.924428242,1.09833725,1.040347
0.9169692665,1.09178707,0.9410644
0.918078948,1.09195175,0.96002847
0.903673666,1.066133908,0.9879168
0.91647497,1.092997685,1.0579723
0.922970491,1.09851724,1.0492712
0.9049053265,1.07161206,1.0057653
0.9146297185,1.084147875,1.0361079
0.910681738,1.073653205,0.94931936
0.9092264135,1.075844192,0.99840283
0.9080380475,1.078284365,1.0274067
0.901195724,1.074833118,1.0372235
0.910519811,1.075477075,0.9783232
0.913970665,1.09296713,1.0298609
0.913369048,1.078454285,1.0017494
0.9147724975,1.085489,1.1099563
0.9251188125,1.09594798,1.1110718
0.9093970185,1.0797160225,1.0332075
0.9208153835,1.096184735,1.0158051
0.921208693,1.097827155,1.0840758
0.914278982,1.08062954,1.0267375
0.9235611105,1.09466813,0.9183075
0.924224685,1.097770865,1.1445378
0.9226516015,1.08921723,1.0503868
0.909391825,1.085459967,0.99773353
0.919561697,1.08536342,0.98122364
0.917231315,1.082118062,0.9606978
0.916477653,1.09385392,0.9147378
0.9106707645,1.085700285,0.9484269
0.904327082,1.074976045,0.98256224
0.9175008275,1.090256022,0.9049211
0.9141291595,1.087258235,0.98100054
0.9172655855,1.08746031,0.96515995
0.917997323,1.08839247,0.96649855
0.9129228735,1.0871405,1.0506098
0.905052163,1.07245499,0.94530344
0.917959549,1.09538522,0.9633751
0.9232652965,1.101719135,1.052841
0.920382161,1.102929612,0.9566819
0.9173185185,1.0957546,0.9337019
0.9120700735,1.0800657985,0.9111681
0.908822816,1.079927785,0.95512015
0.912538388,1.083647845,0.9069291
0.9157159755,1.086139025,0.95980537
0.913007944,1.084166275,0.99193275
0.9187026205,1.097217505,0.96538305
0.913209073,1.0852399,1.0296378
0.918830026,1.097905165,0.96225953
0.9170710375,1.09244726,1.0358847
0.9176427235,1.09553511,0.97140694
0.9246975515,1.10066946,0.9528891
0.9240005905,1.099802505,1.0332075
0.9196157615,1.097833585,1.0336537
0.9229900725,1.098755615,0.9870244
0.910256704,1.080864068,1.0706894
0.91695223,1.086738095,1.0117892
0.912692838,1.086445675,1.0026419
0.919044071,1.092971815,1.0653349
0.917247404,1.0844903135,1.0327613
0.913358609,1.086258365,0.94887316
0.9113823165,1.08205897,0.9881399
0.9178128105,1.09037462,0.9881399
0.916730038,1.090312025,0.97676146
0.9106256125,1.082392805,1.0519484
0.915099367,1.08165817,1.0376697
0.92029144,1.092662995,0.9582436
0.9128440015,1.083016075,0.9218772
0.921797308,1.1088775,1.0758209
0.923446049,1.098926968,0.9430724
0.918748213,1.09589101,0.93459433
0.911392183,1.081872267,0.9830085
0.917754288,1.0861676325,0.9584667
0.916255605,1.08347828,0.988363
0.923413584,1.10318135,0.9705145
0.9226310175,1.097110115,0.963152
0.918353435,1.09551534,1.0606496
0.921633454,1.098013565,1.0755978
0.910980579,1.0794266335,0.98523957
0.9107222595,1.084305057,1.0481557
0.922370161,1.09020046,0.9584667
0.911782027,1.087490345,0.90982944
0.910779671,1.0753222,1.0211598
0.9113390365,1.07804257,0.988363
0.912074837,1.08674369,1.1202191
0.9228019885,1.100393905,0.99840283
0.911192511,1.08434044,1.0354385
0.9267877775,1.099302495,1.0702432
0.9152559725,1.0871848825,0.95534325
0.913393766,1.086218105,0.9836778
0.9086326075,1.07654054,0.96538305
0.9091755035,1.083948035,0.9209848
0.914130407,1.08034052,1.0100044
0.928507715,1.106651615,1.1284741
0.929884032,1.099730935,0.96225953
0.9141167835,1.090864725,1.1081713
0.9196983515,1.095781735,0.9678372
0.9067147305,1.07254637,0.97073764
0.918063725,1.08921031,0.881718
0.913850691,1.090474875,0.9252238
0.914888131,1.086050685,1.0430242
0.9148390965,1.082557705,1.0140203
0.913809803,1.083570505,0.99862593
0.9068434825,1.076942075,0.9372716
0.9162946545,1.085337655,1.0410162
0.9178824,1.0884802735,1.0365541
0.91573694,1.08739616,1.0918846
0.92797871,1.10957262,1.0039805
0.9074680095,1.075394282,0.98166984
0.9157088095,1.090550555,1.0066578
0.9010735365,1.068910485,0.92923975
0.9160705725,1.080543145,1.0729206
0.9125404455,1.08006069,1.1046016
0.908723742,1.0740348,1.0483788
0.90823976,1.078953,0.90960634
0.9111274435,1.083707455,0.99773353
0.9150675925,1.086517675,0.9519966
0.913707602,1.083562885,1.0282992
0.9149572455,1.08027961,0.9566819
0.9252056575,1.09669925,0.96181333
0.911282431,1.083764795,0.9955025
0.9168440305,1.095488575,0.98568577
0.911675433,1.080098705,0.9102757
0.90980438,1.076295685,0.9885861
0.916399178,1.08872377,1.0102276
0.918617569,1.088141715,0.9107219
0.9184901205,1.09371788,1.042578
0.9207039405,1.08924424,1.038562
0.9251241435,1.1017201735,0.8656543
0.9226660135,1.092505955,0.9265625
0.9143659765,1.087832625,1.0568569
0.9112479335,1.08301952,1.0267375
0.9165061025,1.08262035,1.0193748
0.913011738,1.093266085,0.9247776
0.916582348,1.090700395,0.9441879
0.920862056,1.0881524,1.0294147
0.9103728775,1.07269362,0.967391
0.9168313615,1.086576,0.94597274
0.915263286,1.08500025,1.051056
0.9206721435,1.0939831225,0.94619584
0.9099351365,1.079807628,1.0048729
0.922952242,1.095945615,1.0236139
0.914859475,1.09236187,1.051056
0.91780441,1.0889826,0.9992953
0.919746437,1.093894185,1.1003627
0.9142821,1.08143184,1.0057653
0.917646058,1.0916036,1.0042037
0.915189263,1.08817136,1.0075502
0.918043132,1.09806443,1.0262913
0.9124252575,1.08511597,1.0378927
0.9077570335,1.079479087,1.0108968
0.9114991115,1.07686791,1.1019244
0.9200936845,1.09648777,1.0584185
0.92341629,1.1010083665,0.9691759
0.9145307345,1.07947793,0.99148655
0.915322388,1.080076575,0.9522197
0.9119235895,1.08870811,0.9881399
0.901077379,1.06247264,0.9330326
0.911344781,1.0843218975,1.0753747
0.912787404,1.08629184,1.0863069
0.9196580865,1.09368828,1.0544027
0.915620553,1.090897305,1.084299
0.9081627315,1.0841183,0.96136713
0.923927724,1.09624096,0.8788176
0.9065424525,1.07500435,0.9776539
0.9210740925,1.101497008,1.0521716
0.907496622,1.07920133,0.97252244
0.9262291855,1.1033211,1.0231677
0.915723339,1.09093481,0.9905941
0.906797256,1.0798226585,1.0668967
0.9112635245,1.08300184,0.9738611
0.9105122785,1.087190635,1.0686815
0.9152646525,1.08168678,1.0430242
0.907366117,1.07787603,0.92009234
0.92072943,1.09745316,0.9263393
0.9168136515,1.088254575,0.9508811
0.9117460665,1.08624417,1.04057
0.9079295845,1.075066655,0.9379409
0.915383379,1.08911196,0.98501647
0.908602182,1.084186688,1.0345461
0.9160290155,1.09723108,0.93883336
0.9142595385,1.083133518,0.9968411
0.9094404405,1.08573732,0.95512015
0.921067756,1.089808225,1.0303072
0.9144435565,1.087180407,0.98613197
0.9121261175,1.08487127,0.99817973
0.921504677,1.09337387,0.9524428
0.913466185,1.08730517,0.9482038
0.9171328555,1.08770883,1.0566337
0.9175920035,1.0911573835,1.1148646
0.9122225125,1.0779555475,1.0631038
0.914556688,1.093228395,1.0945618
0.916104089,1.085761663,0.9432955
0.9173671105,1.0865675425,0.9769846
0.91527904,1.0927252825,1.072028
0.911134859,1.07592743,0.9792157
0.9162100965,1.08966995,1.1041554
0.918398971,1.09937282,0.9533353
0.912007709,1.0730362275,0.95868987
0.910884647,1.083580145,1.0084426
0.92722524,1.10194244,1.0162514
0.9184972665,1.091233365,1.0260681
0.9134898465,1.084100465,0.89867413
0.908069014,1.08151538,1.1362828
0.9105842735,1.082512782,1.0082196
0.9074567445,1.07253471,1.0305302
0.9162976125,1.084829895,1.019598
0.9282492905,1.105197545,0.95043486
0.9067635665,1.073456615,1.1222271
0.92737569,1.098062232,0.9426262
0.916537241,1.094188175,0.9901479
0.9149656205,1.084392735,0.98144674
0.918971409,1.09750091,1.0256219
0.9026957275,1.066816835,1.0693508
0.9168029545,1.09508178,1.0311996
0.9139892235,1.085466515,0.9680603
0.9211027635,1.09541998,0.97140694
0.915959872,1.092637255,1.0245063
0.9108028475,1.080538875,0.9060366
